1,1,2,天海春香,ようこそ私達の劇場へ！,https://drive.google.com/uc?export=view&id=1iiFCI3e8i6ng3avSmdYW4hERqn6IlcCl,https://drive.google.com/uc?export=view&id=1wQgdT8sYHUCTnUFgpxQBVX1pqc3UoYhw,ProPさん！ この衣装、とってもかわいいですね！ えへへっ、早く着てみたいです♪
2,1,2,天海春香,ふわふわドリーミング,https://drive.google.com/uc?export=view&id=1EM0yCybyzl3fb49mhlWHyK1JBltiHv5r,https://drive.google.com/uc?export=view&id=1-kTtIjzYmei6DwsArbcCrCaw9AF4FnY8,気分はすっかり、羊飼いアイドル！　なーんて♪　さあ、羊たちと一緒に、歌っちゃいましょう！
3,1,2,萩原雪歩,星降る聖夜,https://drive.google.com/uc?export=view&id=15bufKiMbOwlOyELT-L9Dlgu5Evqm3wqU,https://drive.google.com/uc?export=view&id=1NuBlmbcwJiigFeI2_Qt_I0mUPldYysg6,わぁ……！とっても、素敵なプレゼントです。ありがとうございます、ProP♪
4,1,2,萩原雪歩,なごみのお茶,https://drive.google.com/uc?export=view&id=17M8hxp6ITG0ZmokChV4v_vQwoUDtECVJ,https://drive.google.com/uc?export=view&id=1Rh5js7_yrYTnE7uv83riKkiTy-yL0318,わぁ……中華風の衣装、かわいいですぅ！　ProP、謝謝、なんて……えへへ♪
5,1,2,菊地真,桃色スマイル♪,https://drive.google.com/uc?export=view&id=1o0dxp9lNDIra--YCdu9c2fl0I5JozLEK,https://drive.google.com/uc?export=view&id=1obNuD5M0DEJvzBwp5qP8xMC4cbbQVKcQ,こっ、これ、本当にボクの衣装なんですか！？うわぁ……感激だなぁ！ ありがとうございますっ！
6,1,2,菊地真,ブラック・ストレングス,https://drive.google.com/uc?export=view&id=1FlIBYrtYoi1GucATsFAkemoiqgNWvsyM,https://drive.google.com/uc?export=view&id=1CWu6JGKnZ-K4tczBheArzTCwB4IE9Fwv,今回の役は、沈着冷静な敵幹部ですね。わかりました！ガツーン！　とクールに決めてみせますよ！
7,1,2,我那覇響,伝わる思い,https://drive.google.com/uc?export=view&id=1tpu6XeWH-PzFHWZzpINdUNHLn5V6Rx0t,https://drive.google.com/uc?export=view&id=1N6l7WKDw0PLhjI21FJIrP1E7TK62gmbY,おおっ、なんでわかったの！？ 自分、こういう衣装が欲しかったんだ～。えへへ、ありがとね！
8,1,2,如月千早,新春の光に願いを込めて,https://drive.google.com/uc?export=view&id=1vmN9kF76b4F2PaV3vrgLVVQMhEIjrbWX,https://drive.google.com/uc?export=view&id=1zBcVOsSG0KmAsERa9SVQFKJfxIogZgVc,歌を歌うのに、衣装は関係ないはず。でも……今は早く、ステージに立ちたいです！
9,1,2,水瀬伊織,キューティートリック♪,https://drive.google.com/uc?export=view&id=1QRuWBqOJILQJhixQBxP_qOsUMNw2dfhO,https://drive.google.com/uc?export=view&id=14vz4aAkqsssxXaoSR8UnWevz2ec6EB43,ハッピーハロウィーン！ 伊織ちゃんにずっと注目してないと、イタズラしてあげないわよ？
10,1,2,四条貴音,優雅なひととき,https://drive.google.com/uc?export=view&id=1tSwDoUq5_kAeL3NLUcwNWyTWNR4MpKa6,https://drive.google.com/uc?export=view&id=11qv8shTJuY1VtWByhATWHwL_3bUCz5Da,ProP、夜の海の水面にたゆたう、星々の光を……。今、ここにすくいましょう！
11,1,2,秋月律子,きらめきミュージアム,https://drive.google.com/uc?export=view&id=1N03YkqsvILwwaLP2Hf52xxwpUdG6rQH0,https://drive.google.com/uc?export=view&id=1DKqODN5eafeWseluCkBZ9PCfJYPlJLIz,ちょっとProP！ こんな衣装作って…予算は平気なんですか？ う、うれしいですけどっ！
12,1,2,星井美希,恋する視線,https://drive.google.com/uc?export=view&id=1rUfB_7Loz3F91b9RV2NXRxBJDtKIcvM7,https://drive.google.com/uc?export=view&id=1JxUoEpW2vCQFytcSfvcrqmQoMcyukTMq,えっと～、ふつつかなミキですけど、これからも、よろしくお願いしますなの！ あはっ♪
13,1,2,高槻やよい,カラフルファクトリー,https://drive.google.com/uc?export=view&id=199h2UHUtvFtBO7n6JxU4TEeBmMqRMG32,https://drive.google.com/uc?export=view&id=1VWaznW9ae1kKW5C7_bj--HcfTX4iyaZ3,こんなカワイイ衣装が着られるなんて、感激です～。シワとかできないように、大事にしますね！
14,1,2,三浦あずさ,ウォータードリーム,https://drive.google.com/uc?export=view&id=1ikUwHwgo06wpl8t7yWeouTd0H-Zscyyi,https://drive.google.com/uc?export=view&id=1m1LmyhIe7vjTY79dD9bShI2ElKMqfqef,まあ、ステキな衣装ですね～！私、幸せな気持ちで歌えそうです♪
15,1,2,三浦あずさ,フローズン・クリスタル,https://drive.google.com/uc?export=view&id=1bzIclyzQwwAOZVIZChoGF9_NcX1iBGQ7,https://drive.google.com/uc?export=view&id=1EKzRSmPF9WNC9XCbvMx2mWkuyb3P4FVE,まあ、なんて綺麗な衣装かしら！私、今、とっても……、幸せです♪
